project,status,parent,operator,output,reserves,coal_type,coal_grade,type,workforce,country,region,url,lat,lng
Xingjiagou Coal Mine,operating,Shanxi Liliu Coking Coal Group,Shanxi Liulin Lingzhi Xingjiagou Coal Industry Company,1.3,27,bituminous,met,underground,611,China,Asia,https://www.gem.wiki/Xingjiagou_Coal_Mine,37.561137,110.876601
Xingliang No.2 Coal Mine,proposed,Xinjiang Turpan Xingliang Mining Company,Xinjiang Turpan Xingliang Mining Company,1.2,120,bituminous,thermal,underground,607,China,Asia,https://www.gem.wiki/Xingliang_No.2_coal_mine,43.129428,89.46842
Xinglong Coal Mine,proposed,"Individuals (97.2%), Shaanxi Hancheng Xihan Industry and Trade Group Development Company (2.825%)",Shaanxi Xihan Xinglong Coal Company,1.2,16,bituminous,,underground,75,China,Asia,https://www.gem.wiki/Xionglong_coal_mine,35.595623,110.501924
Xinglong Heidaigou Coal Mine,operating,Inner Mongolia Xinglong Energy Group,Inner Mongolia Xinglong Energy Group,1.5,26,bituminous,thermal,underground,111,China,Asia,https://www.gem.wiki/Xinglong_Heidaigou_Coal_Mine,39.794309,111.254573
Xinglongzhuang Coal Mine,operating,"Shandong Energy (46%), HKSCC Nominees Limited (40%), Others (14%)",Yanzhou Coal Mining Company,6,50,bituminous,thermal,underground,5084,China,Asia,https://www.gem.wiki/Xinglongzhuang_Coal_Mine,35.491495,116.854279
Xingong Coal Mine,proposed,"Jinneng Group (52%), Shanxi Yaxin Energy Group (48%)",Shanxi Coal Transportation and Sales Group Xingong Coal Industry Company,1.2,31,bituminous,met,underground,50,China,Asia,https://www.gem.wiki/Xingong_coal_mine,37.653546,110.942662
Xingsheng Coal Mine,operating,Qingdao Xinde Huachang Investment Management Company,Xinjiang Jiangna Mining Industry Company,14,295,bituminous,thermal,surface,448,China,Asia,https://www.gem.wiki/Xingsheng_Coal_Mine,43.912677,94.666764
Xingshengda Coal Mine,operating,Ordos Xingshengda Coal Industry Company,Ordos Xingshengda Coal Industry Company,1.2,,bituminous,,surface,74,China,Asia,https://www.gem.wiki/Xingshengda_Coal_Mine,39.80339,110.236968
Xingshengmin Coal Mine,operating,Fugu County Xingshengmin Coal Mine Company,Fugu County Xingshengmin Coal Mine Company,1.2,9,bituminous,thermal,underground,110,China,Asia,https://www.gem.wiki/Xingshengmin_Coal_Mine,39.181125,110.524103
Xingtao Coal Mine,operating,Hong Kong Qinfa International Trading Company,Shanxi Shuozhou Pinglu District Huamei'ao xingtao Coal Industry Company,1.5,17,bituminous,thermal,underground,689,China,Asia,https://www.gem.wiki/Xingtao_Coal_Mine,39.472422,112.476106
Xingwu Coal Mine,operating,The Choice Finance (HK) Limited,Shanxi Liulin Xingwu Coal Mine Company,1.75,24,bituminous,met,underground,1809,China,Asia,https://www.gem.wiki/Xingwu_Coal_Mine,37.391578,110.939931
Xinhu Coal Mine,operating,"Huaibei Mining Group (51%), Anhui Coal Geology Bureau (40%), Others (9%)",Anhui Bozhou Coal Industry,3,278,bituminous,met,underground,4123,China,Asia,https://www.gem.wiki/Xinhu_Coal_Mine,33.503395,116.085981
Xinji No.1 Coal Mine,operating,China Coal,China Coal Xinji Energy,1.8,86,bituminous,met,underground,1673,China,Asia,https://www.gem.wiki/Xinji_No.1_Coal_Mine,32.699902,116.536394
Xinji No.2 Coal Mine,operating,China Coal,China Coal Xinji Energy,2.7,98,bituminous,met,underground,2636,China,Asia,https://www.gem.wiki/Xinji_No.2_Coal_Mine,32.698321,116.590647
Xinjian Coal Mine,operating,Heilongjiang Longmay Mining Holding Group,Heilongjiang Long Coal Mining Industry Group Qitaihe Branch,1.9,11,bituminous,thermal,underground,1543,China,Asia,https://www.gem.wiki/Xinjian_Coal_Mine,45.821294,130.885271
Xinjiang Hongshan Coal Mine,proposed,Xuzhou Coal Mining Group,Xukuang Group Xinjiang Sai'er Energy Company,3,494,bituminous,thermal,underground,,China,Asia,https://www.gem.wiki/Xinjiang_Hongshan_Coal_Mine,46.501086,86.043581
Xinjiang Hotan Buya Coal Mine No. 1 Well,proposed,Xinjiang Energy Group,Xinjiang Hotan Buya Coal Mine Company,0.9,48,bituminous,thermal,underground,,China,Asia,https://www.gem.wiki/Xinjiang_Hotan_Buya_Coal_Mine_No._1_Well,35.145738,108.463339
Xinjiang Kuangou Coal Mine,operating,China Energy,Xinjiang Shenhua Tiandian Mining Industry Company,1.8,160,bituminous,thermal,underground,304,China,Asia,https://www.gem.wiki/Xinjiang_Kuangou_Coal_Mine,43.781429,86.5263
Xinjing Coal Mine,operating,Huayang New Material Technology Group,Shanxi Huayang Group New Energy Company,4.5,594,anthracite,thermal,underground,4487,China,Asia,https://www.gem.wiki/Xinjing_Coal_Mine,37.859833,113.447561
Xinjulong Coal Mine,operating,"Shandong Xinkuang Investment Holding Group (70%), Shandong Energy Group (20%), Juye Liwei Investment Company (10%)",Shandong Xinjulong Energy,6,231,bituminous,thermal_and_met,underground,1192,China,Asia,https://www.gem.wiki/Xinjulong_Coal_Mine,35.278238,115.88263
Xinlong Coal Mine,operating,Zhongyuan County Taoyuan Cement Company,Shanxi Luliang Zhongyang Taoyuan Xinlong Coal Industry Company,1.5,37,bituminous,met,underground,341,China,Asia,https://www.gem.wiki/Xinlong_Coal_Mine,37.365449,111.186623
Xinlu Coal Mine,operating,Heilongjiang Longmay Mining Holding Group,Hegang Branch of Heilongjiang Longmei Mining Group,1,23,bituminous,thermal_and_met,underground,1515,China,Asia,https://www.gem.wiki/Xinlu_Coal_Mine,47.291323,130.295426
Xinmiao Jinglaoyuan Coal Mine,operating,Liaoning Energy Industry Holding Group,Tiemei Group Inner Mongolia Dongxin Coal Company,1.2,20,bituminous,thermal,underground,223,China,Asia,https://www.gem.wiki/Xinmiao_Jinglaoyuan_Coal_Mine,39.380376,110.393091
Xinqiang Coal Mine,operating,Heilongjiang Longmay Mining Holding Group,Heilongjiang Long Coal Mining Industry Group Qitaihe Branch,1.4,22,bituminous,thermal_and_met,underground,1344,China,Asia,https://www.gem.wiki/Xinqiang_Coal_Mine,45.776184,131.141615
Xinqiao Coal Mine,operating,Henan Energy Chemical Group,Yongmei Group Xinqiao Coal Mine,2.1,74,anthracite,thermal,underground,1786,China,Asia,https://www.gem.wiki/Xinqiao_Coal_Mine,33.857702,116.280201
Xinsheng Coal Mine,operating,Hainan Hexinyuan Investment Company,Shanxi Xinsheng Coal Industry Company,1.8,60,bituminous,met,underground,211,China,Asia,https://www.gem.wiki/Xinsheng_Coal_Mine,36.898336,112.196514
Xintai No. 5 Coal Mine,proposed,Aletai Xintai Mining Company,Aletai Xintai Mining Company,1.2,,subbituminous,thermal,surface,50,China,Asia,https://www.gem.wiki/Xintai_No.5_coal_mine,46.568506,86.021062
Xintie Coal Mine,operating,Heilongjiang Longmay Mining Holding Group,Heilongjiang Long Coal Mining Industry Group Qitaihe Branch,1.2,52,bituminous,met,underground,2072,China,Asia,https://www.gem.wiki/Xintie_Coal_Mine,45.750588,131.11458
Xintun Coal Mine,operating,Jizhong Energy Group,Jizhong Energy Fengfeng Group Xintun Mine,0.8,21,bituminous,thermal,underground,1504,China,Asia,https://www.gem.wiki/Xintun_Coal_Mine,36.54249,114.237965
Xinwei Coal Mine,proposed,Sichuan Coal Industry Group,Sichuan Furong Group,1.8,74,anthracite,thermal,underground,,China,Asia,https://www.gem.wiki/Xinwei_Coal_Mine,28.123101,104.687459
Xinwen IlI No.1 Coal Mine,operating,Shandong Energy,Xinwen Mine Industry Group Ili Energy Development Company,10,,bituminous,thermal,underground,517,China,Asia,https://www.gem.wiki/Xinwen_Ili_No.1_mine,43.546231,80.961116
Xinxin Coal Mine,operating,Inner Mongolia Mengtai Group,Inner Mongolia Mengtai Xinxin Coal Industry Company,3.6,28,bituminous,thermal,surface,74,China,Asia,https://www.gem.wiki/Xinxin_Coal_Mine,39.556694,110.67681
Xinxing Coal Mine,operating,Heilongjiang Longmay Mining Holding Group,Heilongjiang Long Coal Mining Industry Group Qitaihe Branch,1.6,25,bituminous,met,underground,1824,China,Asia,https://www.gem.wiki/Xinxing_Coal_Mine,45.790397,130.892046
Xinyan Coal Mine,operating,"Tiefa Energy (41.72%), China Cinda Asset Management (18.28%), Shanxi Dongyi Coal Electric Aluminum Group (40%)",Luliang Dongyi Group Coal Gasification Company,2.4,165,lignite,thermal,underground,1375,China,Asia,https://www.gem.wiki/Xinyan_Coal_Mine,37.34326,111.043047
Xinyao Coal Mine,operating,China Huaneng,Huating Coal Industry Group,1.5,55,bituminous,thermal,underground,1113,China,Asia,https://www.gem.wiki/Xinyao_Coal_Mine,35.140296,106.920386
Xinyi Coal Mine,operating,Yima Coal Industry Group,Yimei Group Xinyi Mining Company,1.2,110,anthracite,thermal,underground,1797,China,Asia,https://www.gem.wiki/Xinyi_Coal_Mine,34.788378,112.135522
Xinyuan UG Coal Mine,operating,Yang Quan Coal Industry Group,Shanxi Xinyuan Coal Company,2.7,657,bituminous,thermal,underground,3260,China,Asia,https://www.gem.wiki/Jinzhong_Xinyuan_Coal_Mine,37.912247,113.102234
Xinzhi Coal Mine,operating,Shanxi Coking Coal Group,Huozhou Coal and Electricity Group,1.2,170,bituminous,met,underground,4315,China,Asia,https://www.gem.wiki/Xinzhi_Coal_Mine,36.494021,111.708455
Xinzhou Chengjiagou Coal Mine,operating,Jinneng Group,Datong Coal Mine Group Yangfangkou Mining CompanyChengjiagou Coal Mine,0.9,,bituminous,thermal,underground,601,China,Asia,https://www.gem.wiki/Xinzhou_Chengjiagou_Coal_Mine,39.084902,112.304523
Xinzhou Tongzhou Coal Mine,operating,Jinneng Group,Datong Coal Mining Group Xinzhou Tongzhou Coal Industry Company,0.9,,bituminous,thermal,underground,103,China,Asia,https://www.gem.wiki/Xinzhou_Tongzhou_Coal_Mine,39.056681,111.187962
Xinzhuang Coal Mine,proposed,China Huaneng,Qingyang Xinzhuang Coal Industry Company,8,942,bituminous,thermal,underground,,China,Asia,https://www.gem.wiki/Xinzhuang_mine,35.265896,107.912029
Xiongshan Coal Mine,operating,Changzhi City Shangdang District Urban Collective Industrial Cooperative,Shanxi Changzhi County Xiongshan Coal Industry Company,1.2,28,anthracite,thermal,underground,481,China,Asia,https://www.gem.wiki/Xiongshan_Coal_Mine,36.029048,113.003392
Xiongshan No. 5 Coal Mine,operating,Shanxi Changzhi County Xiongshan Coal Company,Shanxi Changzhi County Xiongshan Coal Company No.5 Coal Mine,1,,bituminous,met,underground,965,China,Asia,https://www.gem.wiki/Xiongshan_No.5_Coal_Mine,36.029118,113.002713
Xiongshan Zhenyi Coal Mine,operating,"Changzhi Shenquan Health Food & Beverage Company (49%), Shanxi Changzhi Xiongshan Coal Company (30%), Changzhi Shangdang District Jinruitong Trading Company (21%)",Changzhi County Xiongshan Zhenyi Coal Industry Company,0.9,10,anthracite,thermal,underground,545,China,Asia,https://www.gem.wiki/Xiongshan_Zhenyi_Coal_Mine,35.946026,113.015525
Xipo Coal Mine,operating,Shanxi Donghui Coal Coking & Chemicals Group,Shanxi Donghui Group Xipo Coal Industry Company,2.1,85,bituminous,met,underground,680,China,Asia,https://www.gem.wiki/Xipo_Coal_Mine,37.590934,110.809287
Xiqu Coal Mine,operating,Shanxi Coking Coal Group,Shanxi Coking Coal Energy Group,4,164,bituminous,met,underground,3961,China,Asia,https://www.gem.wiki/Xiqu_Coal_Mine,37.919505,112.158066
Xishan Shenghui Coal Mine,operating,Shanxi Coking Coal Group,Shanxi Linfen Xishan Shenghui Coal Industry Company,0.9,15,bituminous,met,underground,525,China,Asia,https://www.gem.wiki/Xishan_Shenghui_Coal_Mine,36.272482,111.330204
Xishan Zhongshe Coal Mine,proposed,China Guoxin Holdings,Taiyuan Huarun Coal Industry Company,1.5,,bituminous,,underground,,China,Asia,https://www.gem.wiki/Xishan_Zhongshe_Coal_Mine,37.907227,112.175947
Xiwan Surface Coal Mine,operating,"China Energy (51%), Shaanxi Yanchang Petroleum and Mining Company (49%)",Shaan Xi Shenyan Coal Company,13,627,bituminous,thermal,surface,682,China,Asia,https://www.gem.wiki/Xiwan_surface_mine,38.6047,110.064
Xiwangzhai Coal Mine,proposed,China Datang Corporation,Datang Shaanxi Fugu Coal Power Company,6,,bituminous,thermal,underground,,China,Asia,,39.191768,111.135603
Xiyang Huangyanhui Coal Mine,operating,China Coal,China Coal Xiyang Energy CompanyHuangyanhui Coal Mine,0.9,41,anthracite,thermal,underground,1021,China,Asia,https://www.gem.wiki/Xiyang_Huangyanhui_Coal_Mine,37.590354,113.663394
Xizhang Coal Mine,operating,Shanxi Victory Investment Group,Shanxi Changzhi Liansheng Xizhang Coal Industry Company,0.9,,anthracite,thermal,underground,193,China,Asia,https://www.gem.wiki/Xizhang_Coal_Mine,35.892694,113.108444
Xizhuo Coal Mine,proposed,Shaanxi Coal and Chemical Industry Group,Shaanxi Shaanmei Chenghe Mining Company,3,235,bituminous,,underground,7500,China,Asia,https://www.gem.wiki/Xizhuo_coal_mine,35.232867,110.197546
Xucun Coal Mine,proposed,Shanxi Meiyuan Xucun Coal Mine,Shanxi Meiyuan Xucun Coal Mine,1.2,,bituminous,,underground,650,China,Asia,https://www.gem.wiki/Xucun_Coal_Mine,36.695081,111.662597
Xuehu Coal Mine,operating,Henan Shenhuo Group,Henan Shenhuo Group,1.2,83,anthracite,thermal,underground,2665,China,Asia,https://www.gem.wiki/Xuehu_Coal_Mine,34.133772,116.389022
"Xukuang Group Xinjiang Sai'er Energy Company,Limited No.3 Coal Mine",operating,Xuzhou Coal Mining Group,Xukuang Group Xinjiang Sai'er Energy Company,0.95,,bituminous,thermal,underground,531,China,Asia,"https://www.gem.wiki/Xukuang_Group_Xinjiang_Sai'er_Energy_Company,_Ltd._No.3_Coal_Mine",46.539205,85.976133
"Xukuang Group Xinjiang Sai'er Energy Company,Limited No.6 Coal Mine",operating,Xuzhou Coal Mining Group,Xukuang Group Xinjiang Sai'er Energy Company,0.9,82,bituminous,thermal,underground,277,China,Asia,"https://www.gem.wiki/Xukuang_Group_Xinjiang_Sai'er_Energy_Company,_Ltd._No.6_Coal_Mine",46.55306,86.203944
Xunxi Mining Area Bindong Coal Mine,proposed,China Energy,Shaanxi Yunfeng Mining Company,2.4,135,bituminous,thermal,underground,,China,Asia,https://www.gem.wiki/Xunxi_Mining_Area_Bindong_Coal_Mine,35.112548,108.336067
Xunyi County Songjiagou Coal Mine,proposed,Xunyi County Songjiagou Coal Mine Company,Xunyi County Songjiagou Coal Mine Company,1.2,3,bituminous,thermal,underground,,China,Asia,https://www.gem.wiki/Xunyi_County_Songjiagou_Coal_Mine,35.145738,108.463339
Xutuan Coal Mine,operating,Huaibei Mining Group,Huaibei Mining Company,3.5,175,bituminous,met,underground,2920,China,Asia,https://www.gem.wiki/Xutuan_Coal_Mine,33.401007,116.710249
Xuzhuang Coal Mine,operating,China Coal,Shanghai Datun Energy Company. Xuzhuang Coal Mine,1.8,54,bituminous,met,underground,2034,China,Asia,https://www.gem.wiki/Xuzhuang_Coal_Mine,34.840187,116.945215
Yadian Coal Mine,operating,Bin County Coal Company,Bin County Coal Company,4,611,bituminous,thermal,underground,1886,China,Asia,https://www.gem.wiki/Yadian_Coal_Mine,35.217077,107.969668
Yakeshi Shengli Coal Mine,operating,Shandong Energy,Inner Mongolia Yakeshi 59 Coal Group,1.2,,bituminous,thermal,underground,717,China,Asia,https://www.gem.wiki/Yakeshi_Shengli_Coal_Mine,49.499745,121.423076
Yanbei Coal Mine,operating,China Huaneng,Gansu Huating Coal and Electricity Company,4.8,431,bituminous,thermal,underground,2834,China,Asia,"https://www.gem.wiki/Yanbei_Coal_Mine_of_Gansu_Huating_Coal_and_Power_Company,_Ltd",35.220616,106.672611
Yancoal Wanfu Coal Mine,proposed,Shandong Energy,Yancoal Wanfu Energy Company,1.8,167,bituminous,met,underground,,China,Asia,https://www.gem.wiki/Wanfu_Coal_Mine,35.141519,115.860645
Yangbaoqu Coal Mine,operating,Inner Mongolia Hengdong Energy Group,Inner Mongolia Hengdong Group Yangbaoqu Coal Company,1.2,,bituminous,thermal,surface,73,China,Asia,https://www.gem.wiki/Yangbaoqu_Caol_Mine,39.381082,110.668228
Yangchan Coal Mine,operating,"Shanxi Xinjuyuan Investment Holding Company (38.25%), Shanxi Hongxingyang Economic Construction Investment Company (10.2%), Shenzhen Deke Investment Company (24%), Wuxiang County Collective Asset Management Center (18%) , Other (9.55%)",Shanxi Yangchan Coal Industry Company,1.2,,subbituminous,thermal,underground,575,China,Asia,https://www.gem.wiki/Yangchan_coal_mine,36.790996,113.254929
Yangchangwan Coal Mine,operating,"China Energy (51%), Ningxia StateOwned Capital Operation Group (49%)",China Energy Group Ningxia Coal Industry Company,12,440,bituminous,,underground,,China,Asia,"https://www.gem.wiki/Yangchangwan_Coal_Mine,_No.1_Well",38.08372,106.642094
Yangcheng Coal Mine,operating,Jining Energy Development Group,Shandong Jikuang Luneng Coal and Electricity Company Yangcheng Coal Mine,1.9,113,bituminous,thermal_and_met,underground,1947,China,Asia,https://www.gem.wiki/Yangcheng_Coal_Mine,35.769665,116.320115
Yangcheng Shishan Coal Mine,operating,Shanxi Huangcheng Xiangfu Group Industrial Development Company,Shanxi Yangcheng Huangcheng Xiangfu Group Shishan Coal Industry Company,0.9,38,anthracite,thermal,underground,860,China,Asia,https://www.gem.wiki/Yangcheng_Shishan_Coal_Mine,35.505118,112.58379
Yangcheng Sihou Coal Mine,operating,Jinneng Group,Shanxi Coal Transportation and Marketing Group Yangcheng Sihou Coal Industry Company,0.9,,anthracite,thermal,underground,684,China,Asia,https://www.gem.wiki/Yangcheng_Sihou_Coal_Mine,35.531707,112.292883
Yangcun Coal Mine,cancelled,China Coal,China Coal Xinji Energy,5,384,bituminous,met,underground,,China,Asia,https://www.gem.wiki/Yangcun_Coal_Mine,32.743195,116.682631
Yangdong Coal Mine,operating,Jizhong Energy Group,Jizhong Energy Fengfeng Group Yangdong Coal Mine,1.5,91,bituminous,met,underground,2642,China,Asia,https://www.gem.wiki/Yangdong_Coal_Mine,36.477524,114.247101
Yanghuopan Coal Mine,operating,Shaanxi Yulin Energy Group,Yulin Yanghuopan Coal Mine,4,220,bituminous,thermal,underground,164,China,Asia,https://www.gem.wiki/Yanghuopan_Coal_Mine,39.050332,110.530221
Yangjiacun Coal Mine,operating,Shandong Energy,Inner Mongolia Shuangxin Mining Company,8,442,bituminous,thermal,underground,405,China,Asia,https://www.gem.wiki/Yangjiacun_Coal_Mine,39.8069,110.153087
Yangliu Coal Mine,operating,Huaibei Mining Group,Huaibei Yangliu Coal Industry,1.8,150,bituminous,met,underground,1787,China,Asia,https://www.gem.wiki/Yangliu_Coal_Mine,33.644291,116.74895
Yangpoquan Coal Mine,operating,Inner Mongolia Hualu Energy Development Group,Shanxi Hualu Yangpoquan Coal Mine Company,3,170,bituminous,thermal,underground,410,China,Asia,https://www.gem.wiki/Yangpoquan_Coal_Mine,39.2649,111.303638
Yangquan No. 1 Coal Mine,operating,Huayang New Material Technology Group,Yangquan Coal Industry Group,8.5,461,anthracite,thermal,underground,6236,China,Asia,https://www.gem.wiki/Yangquan_No.1_Coal_Mine,37.907856,113.517665
Yangquan No. 2 Coal Mine,operating,Huayang New Material Technology Group,Yangquan Coal Industry Group,8.1,196,anthracite,thermal,underground,7551,China,Asia,https://www.gem.wiki/Yangquan_No.2_Coal_Mine,37.87059,113.520175
Yangquan Xingyu Coal Mine,operating,Huayang New Material Technology Group,Yangquan Coal Industry Group Xingyu Coal Industry Company,0.9,52,anthracite,thermal,underground,1356,China,Asia,https://www.gem.wiki/Yangquan_Xingyu_Coal_Mine,38.008799,113.412876
Yangshita No.1 Coal Mine,operating,Beijing Huayuan Jiaxin Investment Company,Inner Mongolia Huineng Coal and Electricity Group Yangshita Coal Company,1.5,,bituminous,thermal,underground,276,China,Asia,https://www.gem.wiki/Yangshita_No.1_Coal_Mine,39.272821,110.654701
Yangshita No.2 Coal Mine,operating,Beijing Huayuan Jiaxin Investment Company,Inner Mongolia Huineng Coal and Electricity Group Yangshita Coal Company,2.4,,bituminous,thermal,underground,276,China,Asia,https://www.gem.wiki/Yangshita_No.2_Coal_Mine,39.272821,110.654701
Yangta Coal Mine,operating,Inner Mongolia Juxiang Holdings Company,Inner Mongolia Juxiang Coal Industry Group,2.4,63,bituminous,thermal,underground,143,China,Asia,https://www.gem.wiki/Yangta_Coal_Mine,39.444701,110.641123
Yangtai Fuyan Coal Mine,operating,"Yangcheng County Stateowned Capital Investment and Operation Company (59.5281%), Yangcheng County Urban Collective Industrial Association (30.6400%), Shanxi Coal Transportation and Marketing Group Jincheng Yangcheng Company (9.8320%)",Shanxi Yangcheng Yangtai Group Fuyan Coal Industry Company,0.9,62,anthracite,thermal,underground,1262,China,Asia,https://www.gem.wiki/Yangtai_Fuyan_Coal_Mine,35.614541,112.300992
Yangtai Tuncheng Coal Mine,operating,"Yangcheng County Stateowned Capital Investment and Operation Company (59.5281%), Yangcheng County Urban Collective Industrial Association (30.6400%), Shanxi Coal Transportation and Marketing Group Jincheng Yangcheng Company (9.8320%)",Shanxi Yangcheng Yangtai Group Tuncheng Coal Industry Company,0.9,49,anthracite,thermal,underground,1045,China,Asia,https://www.gem.wiki/Yangtai_Tuncheng_Coal_Mine,35.558124,112.534213
